text,labels
It doesn’t appear that was any part of [special counsel Robert] Mueller’s report.”,no-bias
"NBC further notes, “Strikingly, Trump . . . finishes first among Tea Party supporters (at 20 percent), followed by Romney (17 percent), Huckabee (14 percent), Palin (12 percent) and Gingrich (9 percent).”",contains-bias
"It is the same thing that happened when I was marching for civil rights, when they didn’t want a black to come into their restaurant,"" he told a press conference in Washington, DC.",no-bias
"Earlier this month, U.S. Attorney Paul Fishman said only that his office was reviewing the matter ""to determine whether a federal law was implicated.""",no-bias
"While investigators initially thought that some devices were hand delivered, they now believe it is likely all of them were sent in the mail. ",no-bias
"The indictment does not charge Stone with conspiring with WikiLeaks, the anti-secrecy website that published the emails, or with the Russian officers Mueller says hacked them. ",no-bias
"But Mr. Labrador’s path to victory is steep, especially in the few days before House Republicans gather to elect Mr. Cantor’s replacement.",no-bias
"It was known for several years that Mr. Farenthold, already notorious for a heavily circulated photograph of him in duck pajamas, had been accused of sexual harassment by Lauren Greene, his former communications director.",contains-bias
“It’s been an honor and privilege to serve the constituents of Texas’ 27th Congressional District.,no-bias
"In 2014, Mr. Trump tweeted congratulations at Georgina for winning an equestrian tournament.",no-bias
Rep. Stephen Lynch (D-Mass.) is expected to announce his bid Thursday for the seat.,no-bias
"He argued that the Founders were not ""demigods"" and that the document's needs for amendments to abolish slavery and other injustices showed it was ""highly imperfect.""",no-bias
Republicans are on track to hold at least 240 seats in the House next year.,no-bias
"On Twitter, Mr. Strzok said he was “deeply saddened by this decision,” adding, “It has been an honor to serve my country and work with the fine men and women of the FBI.”",no-bias
Part of that arrangement entailed clearing the field for his nomination.,no-bias
"“I don’t think they have American citizenship and if you speak to some very, very good lawyers — and I know some will disagree — but many of them agree with me and you’re going to find they do not have American citizenship.",no-bias
"The Democratic governor picked former Chief of Staff William ""Mo"" Cowan, who also served as Patrick’s chief legal counsel.",no-bias
"A spokeswoman for Mr. Fishman’s office, Rebekah Carmichael, said Thursday afternoon that she could neither confirm nor deny whether any specific investigative steps had been taken.",no-bias
"This isn’t the first ad Secure America Now has run against Obama, even though on its website the organization describes itself as representing all political ideologies.",contains-bias
"Mr. Patrick had said he wanted to appoint someone who did not want to run for the seat later because that person would have to conduct a campaign while learning the ropes in the Senate, and would be unlikely to do either job well.",no-bias
The Christian Broadcasting Network referred to her as a “foul-mouthed Islamic congresswoman.”),contains-bias
"In a letter to Sasha and Malia posted on her website, Ms. Davis recalled being criticized by a reporter decades ago for the outfit she wore to a cocktail reception her parents held for Queen Elizabeth II when Mr. Reagan was president.",no-bias
"“After more than two years of investigation plagued by malicious leaks, violations of grand jury secrecy and strong-arm tactics, the U.S. attorney’s office has disclosed its intent to file criminal charges against Congressman Grimm,” Mr. McGinley said.",no-bias
"The Ryan proposal, submitted again in the House earlier this year, would a decade from now give seniors government payments to purchase private plans or stay within the current system.",no-bias
"The House Permanent Select Committee on Intelligence had access to the documents, a source told Fox News.",no-bias
"To that effect, the Office of Management and Budget circulated a letter to affected agencies and departments on Friday afternoon instructing management to prepare for an “orderly reopening” and to prioritize pay and benefits for workers.",no-bias
"The gunman, Omar Mir Seddique Mateen, was heard shouting “Allahu Akbar” while engaging officers, law enforcement sources told Fox News.",no-bias
"Mr. Huckabee opposes same-sex marriage, suggesting as recently as February that homosexuality is a lifestyle choice akin to drinking or swearing.",contains-bias
"Some conservatives have long made the argument that the 14th Amendment was meant to apply only to citizens and legal permanent residents, not immigrants who are present in the country without authorization.",no-bias
The truth is that the Romney-Ryan budget would end Medicare as we know it: people with Medicare would be left with nothing but a voucher in place of the guaranteed benefits they rely on today.”,contains-bias
"“Despite the judge’s outstanding performance, his exceptional background, and the extensive support he’s received from people of all political leanings, we know that some Senate Democrats will continue trying to come up with any reason to delay the confirmation process,” Mr. McConnell said of Judge Gorsuch.",no-bias
"A spokesman for the U.S. attorney in Brooklyn said he could not confirm, deny or comment on the case.",no-bias
"""I think this is overdue, and I think other states should jump on board,"" Overman said of the lawsuit.",no-bias
The account offered by the source was the most detailed to date from primary sources as to the conversations they had with Sestak regarding his entrance into the Pennsylvania race.,no-bias
"Mr. McConnell, who viewed the shutdown as unnecessary from the start, found Mr. Trump eager to end the impasse, and in a series of calls, they ironed out the details.",contains-bias
"""There are dozens of ways modest tax increases on even just the very wealthiest Americans would restore Social Security to long-run actuarial balance, and there would be enough left over to increase benefits,"" said Nancy Altman, co-chair of Strengthen Social Security, a 300-member coalition of national and state organizations opposed to benefit cuts.",no-bias
"And when Mr. Bloomberg ruled out running, he did so because he said he did not want his third-party candidacy to siphon enough votes to help Mr. Trump.",no-bias
"""Well, when these issues were raised in my state of Massachusetts, I indicated my view, which is I do not favor marriage between people of the same gender, and I do not favor civil unions if they are identical to marriage other than by name,"" Romney told Denver Fox affiliate KDVR-TV.",no-bias
I think some things I’ve been asked to do are beyond my ability.,no-bias
The offer was made by White House Chief of Staff Rahm Emanuel through a prominent intermediary -- former President Bill Clinton -- during the months of June and July of 2009.,no-bias
"“We know where that will lead. It will lead to a special prosecutor,” he said.",no-bias
A law enforcement source told CNN the package was similar to the other ones sent to politicians and public figures this week.,no-bias
"In an interview Tuesday, Mr. Gowdy said Mr. Priebus had overstepped his expertise.",no-bias
"""Although Rep. Akin has apologized, I believe he should take time with his family to consider whether this statement will prevent him from effectively representing our party in this critical election.""",no-bias
"It was decided in advance that any portion of the Constitution that was superseded by amendments — including the amendments themselves — would not be read, preventing lawmakers from having to make references to slaves, referred to in Article 1, Section 2 as “three fifths of all other persons,” or to things like prohibition.",no-bias
"It was only the latest chapter in a politically complicated relationship between Asa Hutchinson, a former congressman, and Seth Hutchinson, 31, an organizer for the Texas State Employees Union.",no-bias
"A pending class action lawsuit against Wal-Mart that would be the largest of its kind in U.S. history may soon be dismissed, considering the tenor of oral arguments before the Supreme Court Tuesday.",no-bias
"But on Tuesday, Mr. LePage’s Republican allies in the House, including the minority leader, Kenneth Fredette, announced that they would oppose those efforts — essentially shielding him from any official political consequence.",no-bias
Sellers said that wasn't a fair comparison because Wal-Mart has an obligation under federal law to make sure its managers do not discriminate.,no-bias
"He said he's asked an Internet security firm and a law firm to take a ""hard look"" at the incident and find out what happened, though he suggested he doesn't want to make a federal case out of it.",no-bias
The lawyer eventually sued Granny Sayz in federal court.,no-bias
WASHINGTON — Real estate tycoon Donald Trump said Thursday he hopes questions surrounding Barack Obama’s U.S. citizenship won’t be the defining issue if he’s chosen as the Republican candidate to challenge the president’s re-election.,no-bias
"Two of Judge Gorsuch’s former colleagues on the United States Court of Appeals for the 10th Circuit, in Denver — Deanell Reece Tacha, appointed by President Ronald Reagan, and Robert Harlan Henry, appointed by President Bill Clinton — praised his intellect and temperament.",contains-bias
"“This is going to be a very short political career,” he vowed.",no-bias
"Trying to quell calls to replace her, Ms. Pelosi announced her nominations last week for a handful of other positions, and proposed that three members from Illinois, Pennsylvania and New York share the leadership duties of the party’s messaging committee, offering more regional diversity.",contains-bias
"He wrote in his memoir, ""From Hope to Higher Ground,"" that his work as a pastor helps him understand how politics and policy affect people.",no-bias
"Still, then-Deputy Assistant Secretary for Diplomatic Security Charlene Lamb testified in October that the size of the attack -- and not the money -- was the issue.",no-bias
"The group’s stance, which generated quick reaction from all sides because of its powerful voice on the issue, could provide added ammunition to fiscal conservatives who have sought unsuccessfully to restructure Social Security and chip away at the benefits it promises older Americans.",contains-bias
"It’s not clear what the executive order would look like or when it would be proposed ― if Trump follows through at all, considering his tendency for pre-election bluster and warnings he has received from fellow Republicans, including House Speaker Paul Ryan (Wis.), who have said doing so would be outside the bounds the president’s authority.",contains-bias
"The devices are thought to have been fashioned from crude, bomb-making designs widely available on the Internet. ",no-bias
"""You talk about magnets -- you put in place a magnet.""",contains-bias
"Federal law makes it a crime for anyone “who directly or indirectly, promises any employment, position, compensation, contract, appointment, or any other benefit” to someone else “as consideration, favor, or reward for any political activity or for the support of or opposition to any candidate or any political party in connection with any general or special election to any political office.”",no-bias
"“This is a debate we want to have,” he said.",no-bias
"""He says he is a Christian.",no-bias
"“You have to look at all the tradeoffs,” Mr. Rother said, “and what we’re trying to do is engage the American public in that debate.”",no-bias
"Colorado’s attorney general, John Suthers, a Republican, said in a statement that the challenge from Nebraska and Oklahoma was “without merit.”",no-bias
"WASHINGTON — Senate Democrats on Thursday vowed to filibuster the Supreme Court nomination of Judge Neil M. Gorsuch, signaling an imminent partisan showdown over the nominee’s fate and the future of century-old rules in the chamber.",no-bias
"A grand jury has been convened and was scheduled to meet Wednesday to begin hearing evidence, said Edward Magee, a spokesman for Robert P. McCulloch, the prosecuting attorney for St. Louis County.",no-bias
"""I am now ready to fight for the people of the United States of America,"" Christie said at the public announcement.",no-bias
"Griner and David Bailey, the other officer hurt, are in stable condition, according to Chief Matthew R. Verderosa.",no-bias
"In fact, as recently as the US Senate debate on March 1, 2010, Blumenthal clearly stated ""serving in the United States military gave me a perspective as well, even in the reserves.",no-bias
"“The FBI director should be drawn from the ranks of career law enforcement‎, prosecutors or the FBI itself ― not politicians,” Durbin told HuffPost later.",no-bias
The chances of a successful primary election challenge in the Senate are far more remote.,no-bias
"They are not secret, in that every member of Congress has been briefed,"" he said during a speech in San Jose, Calif.",no-bias
"""We have a little bit of time,"" said Jack Lew, director of the Office of Management and Budget.",no-bias
"And he is employed by one of the firms where Marc E. Kasowitz, a lawyer for Mr. Trump, works, raising the prospect of conflict-of-interest accusations.",no-bias
"“Our thoughts and prayers are with the members of Congress, their staffs, Capitol Police, first responders, and all others affected,” he said in a statement.",no-bias
"New York – In his first major foreign policy speech since launching his presidential campaign, U.S. Sen. Marco Rubio said if elected, he would prioritize a strong military, take aggressive steps to fight nations that undermine global commerce and ensure that U.S. is a world moral leader.",no-bias
"In his interview with Fox News, Ryan also hammered Obama for what he called his “utter failure when it comes to creating jobs.”",contains-bias
Some Republicans ― including Ryan ― quickly shot down Trump’s idea.,no-bias
"The president opted not to tap hurricane relief money from Texas or Puerto Rico, an idea that had generated angry complaints from Republicans.",no-bias
"""I'd like to know who those Hispanics are,"" Fox said.",no-bias
"The Human Rights Campaign, the nation's largest lesbian, gay, bisexual and transgender rights group, has run ads in Silicon Valley targeting technology firms Hutchinson hopes to attract to the state.",no-bias
“There really is a question what is the message that’s sent when the voters replace someone in leadership.,no-bias
"“Former President Vicente Fox, who is railing against my visit to Mexico today, also invited me when he apologized for using the ‘f bomb,’” he said, referring to when Fox said he wasn't going to pay for ""that f-----g wall.""",no-bias
"“I told the American people that heavily armed militants assaulted our compound, and I vowed to bring them to justice,” Mrs. Clinton said.",no-bias
"James Carafano, a national security expert at the Heritage Foundation who worked on Mr. Trump’s transition, was among the critics.",no-bias
But he was able to capitalize on a primary voting base that was angry at the establishment GOP for not more aggressively fighting President Barack Obama’s policies.,contains-bias
"But unlike his first address, a prime-time broadcast from the Oval Office that leaned heavily on dark messaging about the dangers of crime and illegal drugs flowing across the border, Mr. Trump seemed on Saturday to soften his tone.",contains-bias
Democrats were not impressed.,no-bias
"""If you go door to door knocking, the American people know the country is headed in the wrong direction,"" Brat said.",no-bias
The president’s proposal reflects that.,no-bias
"""What we are watching on our TV screens is the unraveling of the Obama foreign policy,"" Ryan said.",no-bias
"... Not a single thing he said is accurate.""",contains-bias
"He blamed “certain people, a particular one, for not having pushed this faster,” a clear reference to former Speaker Paul D. Ryan of Wisconsin, a Republican.",no-bias
"Mr. Morell, administration officials said, deleted a reference in the draft version of the talking points to C.I.A. warnings of extremist threats in Libya, which State Department officials objected to because they feared it would reflect badly on them.",contains-bias
You might say that’s just what you need to do to win.,no-bias
"Mr. Boehner facetiously said that Mr. Obama, as a former Democratic senator, could help: “I’m sure he has great influence over there in terms of getting them to take up these bills that really will help put the American people back to work.”",contains-bias
"He outlined a dark vision of an America afflicted by “the ravages” of economic dislocation and foreign exploitation, requiring his can-do approach to turn around.",no-bias
"“The power to tax is the power to destroy,” Mr. Issa said.",no-bias
"Mr. Trump’s victory traces back to June, when Mr. Strzok’s conduct was laid out in a wide-ranging inspector general’s report on how the F.B.I. handled the investigation of Hillary Clinton’s emails in the run-up to the 2016 election. ",no-bias
"On Thursday, Mr. McConnell accused Democrats of engaging in “obstructionist tactics” to block a well-qualified nominee.",no-bias
"“[B]y tilting the political playing field so heavily toward corporations and against individuals, hasn’t the court impacted the composition of who is in Congress and made it therefore even harder for Congress to taking meaningful,” Hirono said.",no-bias
"Sen. Ted Cruz (R-Texas) on Friday lashed out at Donald Trump, accusing the billionaire of enlisting ""his friends at the National Enquirer and his political henchmen to do his bidding.""",contains-bias
"“We can say with confidence that we have no concerns about these documents and any questions raised about them have been easily answered in the appropriate forum,” Mr. Futerfas said in a statement.",no-bias
"Representative Michael R. Turner, Republican of Ohio, played the same card in the hearing room, fuming that Mr. Schiff would not accept Attorney General William P. Barr’s word that Mr. Mueller had not found the Trump campaign to have taken part in a conspiracy to undermine the election.",no-bias
"""I'm not convinced that he has one,"" Trump said of the birth certificate issue.",no-bias
But that deal fell apart when hard-line White House advisers persuaded the president to back away.,no-bias
Mrs. Clinton invoked Ms. Pelosi’s name twice during her remarks and appeared to agree with Ms. Pelosi that “there are some specifics in there that could and should be changed.”,no-bias
"“I have held my peace because I thought it was important for the Congress to have a full debate without thrusting presidential politics and candidates into it,” Mrs. Clinton added.",no-bias
"On Wednesday, the Democratic leaders emerged from the White House after 90 minutes, unified on not giving in to Trump.",no-bias
"He suggested raising the age at which retirees can receive full benefits -- currently, 66 years old -- would be on the table even though doing so represents ""a massive benefit cut for people.""",no-bias
Clinton refrained from mentioning trade in her official campaign kickoff speech that took place at New York City's Roosevelt Island on Saturday.,no-bias
"The primary concern is that the law might allow a business to discriminate against gay residents, such as a baker being allowed refuse an order from a gay couple for a wedding cake.",no-bias
"It shows complete disrespect, it shows they’re more worried about the politics in Israel than receiving information about a common threat,"" Graham, R-S.C., said Tuesday night on Fox News' ""On the Record with Greta Van Susteren.""",contains-bias
"""Anybody who thinks that whoever the next president is -- and God willing, in my view, it will be Secretary Clinton.""",no-bias
"The 49-year-old teaches at Randolph-Macon College, a small liberal arts school north of Richmond.",no-bias
"""This is very emotional for me,"" Rep. Jesse Jackson Jr., D-Ill., said on the floor before the reading began.",no-bias
"Democrats contend that, like Mr. Obama’s views, Mr. Romney’s feelings about gay rights have evolved, but in the opposite direction: During his campaign for the Senate in 1994, Mr. Romney vowed to seek “full equality” for gays and lesbians, in a letter to the Log Cabin Republicans of Massachusetts.",no-bias
"Advocates are hoping for a plan that would give undocumented immigrants a chance to both remain in the country and eventually become citizens, but House Republicans have indicated that the latter is something most cannot support.",no-bias
"“I have strong support from our friends in the unions, including steelworkers, which I guess are his area ... I’m a woman of steel in there.”",contains-bias
"Asserting that the legislation was not about discrimination, he said, “The issue here is, you know, is tolerance a two-way street or not?”",no-bias
But the divisions that have slowed progress in the House have not been entirely mended.,no-bias
"Reps. Peter DeFazio of Oregon, and Jim McDermott and Jay Inslee of Washington state are crafting a letter to share with the House Democratic Caucus that would try to block the bill from seeing the light of day.",contains-bias
Not a Roger Stone.”,no-bias
Backers of the policy say it allows officials to focus resources on deporting illegal immigrants who have been convicted of serious crimes or who are a threat to the public safety or the national interest.,no-bias
“They are followers of a false prophet.”,contains-bias
The nuclear option was first used by Democrats for circuit court judicial appointments in 2013 and top Republicans – including President Trump – have indicated for weeks it’s a serious option in order to get Gorsuch on the court.,no-bias
"Opening up about his troubled past, Beck told the crowd, ""People need to understand that life is not fair.",no-bias
"“At the crack of dawn, 29 FBI agents arrived at my home with 17 vehicles, with lights flashing, when they could have contacted my lawyer,” Stone explained after a court appearance Friday. ",contains-bias
Democrats appeared united in condemnation against Trump’s move this week. ,contains-bias
"Changing that policy would dramatically reshape the U.S. ― effectively punishing the children of undocumented immigrants, whom Trump has vowed to remove from the country.",contains-bias
"Yet he seemed to recognize the seriousness of the threat only in the final weeks of the campaign, when he suddenly shifted his advertising and began sending aides from Washington to his district.",no-bias
"The June 25 special election would be Mr. Brown’s third statewide Senate race in three years, starting with his win in a special election in January 2010 to finish Senator Edward M. Kennedy’s term.",no-bias
The release of the e-mails offers a rare glimpse inside the White House five days after the attack as it struggled to piece together intelligence to formulate a public account of what happened.,contains-bias
"""We fail to show the American people that imperfection is not to be feared and that our ability to constantly improve on what the Founders gave us is a blessing, not a reason for divisiveness.""",contains-bias
"James Bopp, the Christian Coalition's lawyer, said he was ""shocked and appalled"" by that.",contains-bias
Brooke Singman is a Reporter for Fox News.,no-bias
"“I’m addicted to spending and big government,” he said, drawing cheers and applause from the thousands of people packed into the hotel ballroom.",contains-bias
"They are basically casting her as a nut job,"" O'Neill said to The Daily Caller and NOW confirmed to FoxNews.com on Tuesday.",contains-bias
"The National Guard was finally brought in to try to temper the unrest, but its role was not exactly clear.",no-bias
"Positive reviews coming in from economists, Summers said, show the deal is the right thing to do.",no-bias
It’s Senator Schumer’s job to keep the caucus together and fight for progressive values.,no-bias
"Gibbs was on ABC's ""This Week.""",no-bias
"""I reacted to an article and quickly judged the two young ladies in a way that I would never have wanted to be judged myself as a teenager,"" she said.",no-bias
"In the Rose Garden on Friday, Trump said he found Tlaib’s comments “disgraceful” and thought she “dishonored herself” as well as “her family.”",no-bias
"That's where the so-called ""nuclear option"" comes in.",no-bias
"In the unusual letter, Mattis also wrote that he and Trump had differing views on Russian and Chinese authoritarianism: “Because you have the right to have a Secretary of Defense whose views are better aligned with yours on these and other subjects, I believe it is right for me to step down from my position.”",no-bias
"Rubio said Obama ""wasted no time stripping parts from the engine of American strength,"" and cast former Secretary of State Hillary Clinton as his loyal deputy.",contains-bias
"The president’s proposal “strikes a fair compromise by incorporating priorities from both sides of the aisle,” Mr. McConnell said in a statement after Mr. Trump’s speech.",no-bias
"Economics professor Dave Brat, the Tea Party candidate who defeated Cantor, attacked the congressman as soft on border security and on people who come here illegally.",no-bias
Trump Accuses Former Clinton Aide of Failing to Follow Security Protocols,no-bias
"""Have you gone today?""",no-bias
"“Some people are saying that because of the position that Chick-fil-A is taking, they don’t want them in their cities.",no-bias
"He got started right away with rolling back the policies of his predecessor, former President Barack Obama, by issuing orders freezing new regulations from recent weeks and ordering agencies to “ease the burden” of the Affordable Care Act during the transition from repealing to replacing the law.",no-bias
“His refusal to meet is disappointing to those of us who have stood by Israel for decades.”,contains-bias
"A day after Trump’s suspension, the Safari Club sent out a “call to arms,” encouraging hunters to contact Trump and Zinke and “tell them how much you appreciate the efforts of the Fish & Wildlife Service to remove barriers to sustainable use conservation for African wildlife.”",no-bias
She noted that thousands of federal workers in her state were not receiving paychecks.,no-bias
"""Radical Islam advocates hate for women, gays, Jews, Christians and all Americans.",no-bias
"The statement said Grimm ""asserts his innocence of any wrongdoing"" and ""will be vindicated.""",no-bias
"When Mr. Biden went after Mr. Romney’s infamous remark at a private fund-raiser about the “47 percent,” Mr. Ryan reminded the vice president of his own propensity for gaffes.",no-bias
"On Wednesday, Trump appeared to shift stance somewhat by avoiding saying it would be ended by executive order, while acknowledging the matter “will be settled by the United States Supreme Court.”",no-bias
"Attorney General Barr will determine the appropriate next steps,” said the president’s personal attorneys Rudy Giuliani and Jay Sekulow in a joint statement.",no-bias
"“Sizable majorities in both states believe that Iran will share nuclear weapons with terrorists,” said Jeri Thompson, advisory board member for Secure America Now.",no-bias
"Mr. Fox, who was president of Mexico from 2000 to 2006, was clear in his opposition to Mr. Trump, calling him “egocentric” and lacking in any political values.",contains-bias
Trump spent the past week meeting with NATO allies in Brussels; meeting with British Prime Minister Theresa May and Queen Elizabeth II in England; and visiting Scotland.,no-bias
Mr. Trump also lashed out at Democrats in Congress whom he accused of trying to squelch testimony involving the investigation into Russian meddling in last year’s election.,contains-bias
"Close to three dozen House Democrats have signed a letter from Representative Peter Welch, Democrat of Vermont, calling the tax deal “fiscally irresponsible” and “grossly unfair.”",contains-bias
"Ryan seemed focused more on winning over moderate and independent voters who are still making up their minds, less than a month before the election.",no-bias
"On top of a Guardian newspaper report that revealed how authorities were collecting phone records from millions, a Washington Post report detailed another program that scours major Internet companies including Google and Facebook for data.",no-bias
Schumer and fellow Senate Democrats forced the shutdown over the weekend after insisting that any temporary spending bill to keep the government fully operational include permanent protections for the so-called DREAMers -- immigrants brought illegally to the United States as children.,contains-bias
"His campaign-style visit to Detroit, though, threatens to muddy the waters on talks.",contains-bias
“We have no faith in your ability to discharge your duties in a manner consistent with your Constitutional responsibility and urge your immediate resignation as Chairman of this Committee.”,contains-bias
"Texas Gov. Rick Perry, in a written statement, said: ""Guns require a finger to pull the trigger.",no-bias
"“I have prayed over this,” Corfman told the Post as to why she came forward, “All I know is that I can’t sit back and let this continue, let him continue without the mask being removed.”",no-bias
"Angie’s List, the business-rating website, this weekend put on hold plans to expand its Indianapolis headquarters.",no-bias
"The Texas lawmaker blamed his rival for the National Enquirer story published Friday that alleged Cruz has had extramarital affairs, and after hits from Trump’s campaign about the mental health of his wife, the firebrand senator appears to be backing away from his pledge to support Trump if the billionaire real estate mogul wins the GOP nomination.",no-bias
"“And beyond the investigation itself, we will work with the police, civil rights leaders, and members of the public to ensure that this tragedy can give rise to new understanding — and robust action — aimed at bridging persistent gaps between law enforcement officials and the communities we serve.”",no-bias
The office said at the time that it would seek to determine whether any federal laws had been broken.,no-bias
"His image suffered a major blow in 2014, when it was revealed members of his administration, including his deputy chief of staff, were involved in a plot to cause traffic jams near the George Washington Bridge to retaliate against a mayor who hadn't supported Christie's 2013 re-election.",no-bias
"Despite her hardships, he said, “My mother told me that days like this were possible.”",no-bias
But strategists said Democrats could counter the Republican offensive by labeling the mosque dispute as a local issue and saying Democrats remain focused on the economy.,no-bias
"Paul Ryan went on offense Tuesday in response to criticism over his Medicare plan, using an interview with Fox News coupled with a new TV ad to claim President Obama’s health care plan treats the treasured entitlement like a “piggy bank,” while the “Romney-Ryan” plan preserves it.",contains-bias
"The Wednesday hearing would have been Lerner's first public appearance, and first under oath, since she apologized for the IRS' inappropriate targeting of conservative groups at a May 10 American Bar Association meeting.",no-bias
"The package addressed to Mr. Booker, a New Jersey Democrat, was found in Florida, which two people briefed on the matter have said has become a focus of the intense, nationwide investigation into the bombs.",no-bias
"In brief remarks after meeting with President Bronislaw Komorowski of Poland, Mr. Obama on Wednesday emphatically disputed that Democrats generally feel betrayed by his deal with Congressional Republicans on the tax cuts, saying that “the more who look at it, the more will say this makes sense.”",no-bias
"At first, I pretty much followed the values that my family and my parents laid out for me.”",no-bias
“Mitt Romney should do the right thing and denounce this dangerous language.”,contains-bias
"To be immune from lawsuits, companies like Yahoo and AOL are reportedly obliged to accept a directive from the attorney general and national intelligence director to open their service to the FBI's Data Intercept Technology Unit, which acts as a liaison between the companies and the NSA.",no-bias
"The closures, which lasted for four days, caused massive traffic jams.",contains-bias
"WASHINGTON — Defense Secretary Jim Mattis, whose experience and stability were widely seen as a balance to an unpredictable president, resigned Thursday in protest of President Trump’s decision to withdraw American forces from Syria and his rejection of international alliances.",contains-bias
"Michael T. Flynn, Mr. Trump’s first national security adviser, pleaded guilty on Friday to lying to the F.B.I. when he was questioned early this year about his conversations with the Russian ambassador.",no-bias
"PHILADELPHIA ― Americans should vote for Hillary Clinton because, unlike Republican nominee Donald Trump, she is a “sane, competent person,” Michael Bloomberg, the former New York mayor and founder of the Bloomberg financial news and information empire, said at the Democratic National Convention Wednesday.",contains-bias
Do you fully support the Obama agenda?”,no-bias
"The White House report disputed any suggestion that there was ""impropriety"" in Clinton's discussion with Sestak over possible alternatives to his Senate candidacy.",no-bias
The death of Mr. Cowan’s father at a young age left her to raise her children alone.,no-bias
"For Beck and the surrounding CPAC crowd, however, ideological purity was the path to redemption and recovery.",no-bias
They are already pursuing a reauthorization of the Voting Rights Act in a separate bill.,no-bias
"But inside the Situation Room later on Wednesday, the proposal resurfaced and Mr. Trump appeared open to it, according to one of the officials present, as Mr. Pence and Mr. McCarthy pressed Democrats to meet in the middle.",no-bias
In addition to the punitive damages they want an injunction that would force Wal-Mart to adopt more stringent anti-discrimination policies.,no-bias
"A top Trump campaign official dispatched Roger J. Stone Jr., a longtime adviser to President Trump, to get information from WikiLeaks about the thousands of hacked Democratic emails, according to an indictment.",no-bias
The national emergency declaration gives Trump a chance to reroute other government money to fund the project ― and sets up a legal battle that could tie up the president’s signature project for months or years.,no-bias
"On Thursday, however, he appeared to be more angered by Mr. Fox’s tone.",no-bias
"""You can now see what the Congress has seen -- collectively these emails make clear that the interagency process, including the White House's interactions, were focused on providing the facts as we knew them based on the best information available at the time and protecting an ongoing investigation.",no-bias
Doctors said his condition was critical but improving.,no-bias
"Indeed, even Steele himself declared back in December that Afghanistan is “’a war we have to win” — a far cry from the comments he made Thursday night, in which he said: “...you don’t do is engage in a land war in Afghanistan, alright, because everyone who’s tried over a thousand years of history has failed.” ",contains-bias
"Mr. Ryan held his own, but did look abashed when Mr. Biden mocked him for opposing the Obama stimulus, yet asking for government funds for his own district.",no-bias
"But even as Republicans prepared to support Mr. Trump’s plan, the signs of mounting frustration after weeks of inaction were evident.",no-bias
"""Ah-hah,"" she said when told the story headline.",no-bias
"The Governor faces an uphill climb for the nomination with low poll numbers, and a fundraising deficit.",no-bias
"Had they been a heterosexual couple, Windsor's tax burden would have been zero.",no-bias
"U.S. Rep. Duncan Hunter (R-Calif.) and his wife, Margaret Hunter, were indicted Tuesday on charges of improperly using campaign funds for private use.",no-bias
"Last week Ms. Pelosi selected Representative Ben Ray Luján of New Mexico to again lead the Democratic Congressional Campaign Committee, even though House Democrats picked up just six seats in this election.",no-bias
"Lieberman, who ran as vice president on Al Gore's 2000 ticket, became an independent after losing the Democratic primary in 2006.",no-bias
“Okay. So here’s Rubio’s alleged ‘new’ foreign policy.,contains-bias
"The deferments allowed Mr. Blumenthal to complete his studies at Harvard; pursue a graduate fellowship in England; serve as a special assistant to The Washington Post’s publisher, Katharine Graham; and ultimately take a job in the Nixon White House.",no-bias
There could be some cracks in the GOP coalition to stand firm against any non-budget or tax cuts legislation though.,no-bias
But I am talking about his world view or his -- the way he approaches problems in this country.,no-bias
"""This is how is America should be,"" said Cynthia Burgiss, 22, a student at the University of Dayton in Ohio who attended the 9/12 march in D.C. this year.",no-bias
Some lawmakers questioned whether his run was really a quest to win the majority leader’s post or merely to raise his own profile.,contains-bias
"Since the disclosure that Mrs. Clinton used the private account, a spokeswoman for the State Department has described the request from Mrs. Clinton as part of the department’s larger efforts to improve its record-keeping.",no-bias
"“I would hope that the secretary joins Elizabeth Warren, Sherrod Brown and the vast majority of Democrats in the Congress in saying, ‘No, we have got to defeat this piece of legislation,’ ” Mr. Sanders said on CBS’s “Face the Nation,” referring to fellow senators.",no-bias
"At the time, Republican leadership praised his decision to step aside, over Democratic criticism that he should immediately resign.",no-bias
"He favored working with allies, and often spoke of how difficult it was to conduct American policy without the benefit of friends.",no-bias
"“If Scalise was not there, he’s the one with security detail, we wouldn’t have had any protection and God knows how bad that might have been,” Rep. Brad Wenstrup, R-Ohio, told ""Fox & Friends.""",contains-bias
"He added, “I have and I will always work to promote a civil public discourse.”",no-bias
But LaPierre in December argued that improving school security is paramount.,no-bias
Colorado Gov. John Hickenlooper told The Denver Post he spoke with Nebraska and Oklahoma officials about their concerns.,no-bias
"Long lines were seen outside Chick-fil-A restaurants nationwide, and many customers documented their visits on social media sites and shared their reasons for eating at the chain.",no-bias
"Gun-rights groups say the effort to impose more gun control measures is misguided, noting in particular that most killings in America are committed with handguns and not the assault weapons the administration intends to target.",no-bias
"""And if someone can capture both the blue-collar, working-class Republicans, the conservatives, many of them even union members, as well as evangelicals, there's a real pathway to the nomination.""",no-bias
But former U.S. attorney for the District of Columbia Joseph diGenova blasted the tactic as “outrageous.”,no-bias
The White House has said it wants a path to citizenship for both children and adults in any new immigration legislation.,no-bias
One issue that may come up is the department's funding.,no-bias
