Type,News
Real,"Rep. Paul Ryan's budget proposal cuts ""nothing"" from Medicare, Social Security or defense in the next two to three years, and ""in three years, he does not cut one dime from the debt."""
Real,"Gov. Bob McDonnellsbudget plantakes""money out of our classrooms to pave roads."""
Real,Says 11 percent of the nations fatal car crashes in 2009 were attributed to distracted driving.
Real,"Even if you took literally every single ounce of platinum in the world, it still wouldnt add up to enough needed to pay down our nations debt."
Real,"Says Joe Biden said Jon Corzine is ""the smartest guy that I know, in terms of the economy and on finance, I really mean this."""
Real,"Says Alex Sink supported ""more taxes on water and TV."""
Real,"Says  ""With nearly 75 percent of Americans supportive of the construction of the pipeline, Schrader needs to explain to Oregon families why he voted against this needed project."""
Real,The federal government borrows $4 billion every day.
Real,The House Democrats' so-called 'stimulus' has been stuffed with an astonishing $335 million to fund prevention programs of sexually transmitted diseases.
Real,"If you want to see the jobs that I've saved and created in this storm he helped create, go anywhere in Ohio."
Real,"Rob Portman has taken more than $125,000 from ""Big Oil."""
Real,My son had to resign his job because of federal regulations that Washington has put on us.
Real,Says state Rep. Fred Clark (D-Baraboo) ran a red light and seriously injured a bicyclist.
Real,"A loophole ""still exists which allows members of Congress and high-powered executive branch appointees to exploit 'insider' knowledge of the financial industry in order to turn personal profit."""
Real,"Wisconsin was the ""first state to ban public and private sector employment discrimination based on sexual orientation."""
Real,"As a result of climate change, ice fishermen in Wisconsin ""are already noticing fewer days they can be out on our ice covered lakes."""
Real,Nothing in the Constitution explicitly guarantees our right to vote.
Real,"In a majority of states, you can now marry freely, but can still be fired for who you love."
Real,"When the Constitution was written, (only) 20 to 25 percent of the people in the country could vote."
Real,"Wisconsin is ""dead last in the Midwest for job creation."""
Real,"Adding ethanol to gas ""raises food costs."""
Real,"Children born today will carry a $30,000 share of the national debt."
Real,"Says Austin is the ""largest city in America without a congressional district anchored in it."""
Real,More than half of the births in Texas are paid for by Medicaid.
Real,"New school testing standards ""will consume approximately twenty days of testing for elementary, middle and high school students."""
Real,"The average student in Florida, what they actually pay out of pocket at our major universities for tuition is as much or less than what they spend on cellphones."
Real,It's the first time in the nation this many members have been drawn (by a Legislature) into the same districts where it wasn't a court order.
Real,"Annual precipitation ""has increased in Rhode Island by over 12 inches in the last century."""
Real,We have the third-lowest minimum wage  of developed countries.
Real,"The Congressional Budget Office, a nonpartisan office, did an analysis and said that passing comprehensive immigration reform will reduce the federal deficit by $200 billion over the next decade."
Real,If you are a federally licensed gun dealer and your license is revoked because you've engaged in misconduct ... your entire inventory under prevailing law is deemed your personal collection. You then can sell it free from any background checks.
Real,"The truth is David Cicilline voted for tougher laws against child abusers, domestic abusers and abusers of the elderly."
Real,While I was mayor of the city of Providence we had the lowest crime rate in 30 years.
Real,"Says an amendment specifying when military members may use deadly force ""does nothing to change existing rules of engagement for American service members."""
Real,"Providence has ""the lowest crime rate in three decades."""
Real,"According to one study, the minimum wage today is worth $2 less than in 1968."
Real,"When President Obama took office, we were losing 700,000 jobs a month. Now we've had job growth, I think, for 24 consecutive months."
Real,"I think with the exception of the last year or maybe the last two years, we were at 100 percent when it came to contributing to the Providence pension fund."
Real,"Says ""John Loughlin voted to let people accused of domestic violence keep their guns."""
Real,Point Pleasant Beach does not own its beaches; they are privately owned and operated by businesses such as Jenkinsons
Real,"Says Jeff Brandes voted to allow state-run Citizens Property Insurance to dump policies onto ""out-of-state, unregulated private companies."""
Real,"Kathryn Starkey ""only attended half of those meetings."""
Real,"Says he ""fought against $3 billion in cuts to public education since 2003."""
Real,Says there are half as many students in one Georgia technical college than there were two years ago.
Real,"One in every five families in the state of New Jersey has a loved one with a mental illness, a serious mental illness, and today, we dont care."
Real,"And by the way, when I was governor, I did make the payment into the pension fund."
Real,Every president has raised the debt ceiling.
Real,"For the first time in history, Wisconsin has more government jobs than manufacturing jobs."
Real,The state budget will include scholarship money for minority students as a concession to Senate Democrats for supporting the GOP-initiated transportation bill.
Real,Were No. 1 in child hunger.
Real,Gingrich supported individual health insurance mandates.
Real,Taxpayers pay for roughly 45 percent of all births in Wisconsin! And 60 percent of the births in Milwaukee!!!
Real,"With only 67 bills or so passed into law, ""2013 was the least productive year in congressional history since weve been keeping record."""
Real,"Texas is ""the state that has now gone the longest without electing a Democrat statewide."""
Real,We've seen more anti-women's choice bills introduced in the first half of this session than we've seen in the last three General Assemblies.
Real,"Says Republican-approved changes to ""make it more difficult to participate in Ohio elections include reducing in-person early voting from 35 days to six."""
Real,"Kasichs budget increases state spending from $50.5 billion to $55.6 billion. This is the second largest, two-year spending increase in Ohio history."
Real,"Says ""legislation pending in the House would effectively limit or eliminate time-and-a-half for people who work overtime."""
Real,"Never once did they (House Republicans) actually cut spending or reduce the state budget. Even when they cut taxes in 2005, they increased spending. They never paid for their tax cuts."
Real,Kansas has not elected somebody other than a Republican (to the U.S. Senate) since before 'The Wizard of Oz' hit the movie theaters.
Real,"Before the Republican wave in 2010, Democrats had an advantage on the generic ballot in Congress. Even in 1994 with the Gingrich revolution ... Democrats had that advantage."
Real,"Says President Barack Obamas approval rating ""gained 3 points in the last couple months."""
Real,I am going to be on the ballot in all 50 states. There is no other third-party candidate thats going to come close to achieving that.
Real,Fifty percent of the graduating class of the year 2012 will have smoked marijuana or have done illegal drugs.
Real,We have the highest corporate income tax in the world right now.
Real,"Says no Austin City Council ""member lives south of"" Lady Bird Lake ""or north of 45th Street."""
Real,"In the past three years, we have prosecuted or brought more cases on access to public records than in the previous 12 years combined."
Real,"Kilmartin has helped pass laws to ""create a witness protection program."""
Real,"The new Arizona immigration law ""says that any police officer can stop anyone who appears to them to be reasonably suspicious of being an undocumented person."""
Real,President Barack Obama has deported more people in his first year in office than George W. Bush in his last year in office.
Real,Says 88 Texas constables have died in the line of duty.
Real,"The United States is about 100th in voter turnout among the industrialized nations, and Texas is near the bottom in terms of voter registration and voter turnout."
Real,"An effort to repeal voting-reform legislation would be ""the first time in Ohio history where a bill has been passed to stop a referendum."""
Real,"More people are apprehended after illegally crossing the U.S.-Mexico border a week ""than are born in Texas each week."""
Real,"Says the state of Texas rates as ""unacceptable"" almost 500 of the state's 8,000 public schools."
Real,"We have 80,000 abortions in Texas every year."
Real,David Dewhurst currently owes more than $1 million to vendors for services provided to his 2012 U.S. Senate campaign.
Real,"Says 315,000 mostly minority Texas students are enrolled in failing schools."
Real,"Says 100,000 are on waiting list to attend Texas charter schools."
Real,"Says ""80 percent of the health care dollars are spent by 20 percent of the population."""
Real,Health insurance companies' costs are only 4 percent of all health care spending.
Real,Every year the First Coast Guard District saves 350 lives in the Northeast.
Real,Says about 25 Texas cities and 39 states have banned texting while driving.
Real,"Of the topfive cities for staged automobile accidents, three are in Florida.  We rank No. 1 in the country in staged auto accidents."
Real,"Medicare costs have slowed down dramatically. In fact, the first two months of this fiscal year, Medicare costs were down even in nominal terms relative to the previous year."
Real,"Sen. Harry Reid voted ""against declaring English our national language, twice."""
Real,John Paul Stevens is the only Protestant on the U.S. Supreme Court.
Real,It turns out that Texas has an $18 billion budget shortfall and can't afford its new science textbooks.
Real,"The merger of Georgia State University and Georgia Perimeter College will make GSU one of the largest universities in the nation, with more than 54,000 students."
Real,I cut more as a percentage out of government than any state in the country this past decade. And where is Michigan in terms of its economic growth? Cutting did not result in economic growth.
Real,One out of five of our children live in a family thats on food stamps.
Real,America produces more oil and gas than any other nation in the world.
Real,I belong to the AFL-CIO.
Real,"A record number of immigrants not from Mexico are ""being apprehended at the border."""
Real,"If you rent a U-Haul to move your company, it costs twice as much to go from San Francisco to Austin than the other way around, because you cant find enough trucks to flee the Golden State."
Real,Says Texas law requires state agencies to give preference to goods produced and grown in Texas.
Real,"Over the last 10 years, Texas created 33 percent of the net new jobs nationwide."
Real,Says fewer than 30 percent of Texas college students graduate in four years and only 58 percent graduate within six years.
Real,Says Barack Obama has played nearly 100 rounds of golf as president.
Real,Says you need a photo ID to purchase Sudafed in Texas.
Real,Says Mitt Romney has flip-flopped on abortion rights.
Real,Romneycare was model for Obamacare.
Real,"Says he ""came to the Republican Party sooner in age"" than Ronald Reagan."
Real,Says only four Texas legislators voted against a law giving in-state tuition rates to certain illegal immigrants.
Real,I became a Republican sooner in my life than Ronald Reagan did in his.
Real,Texas added more jobs in 2010 than any other state.
Real,Says there have been 50 million abortions since Roe v. Wade was decided.
Real,Says hes the first Aggie governor of Texas.
Real,The (federal) debt is growing by more than $4 billion a day.
Real,More Texans have new jobs today than the entire population of Fort Worth.
Real,"We've created more than 850,000 jobs, more than all the other states combined."
Real,"If you will go look up the definition of 'act of God,' we've used it in legal terms for a long time in this state."
Real,"Texas has installed more wind power than any other state, and all but four countries."
Real,Washington cannot hide from the fact that Congress hiked the national debt ceiling to $14.3 trillion. They cannot hide from the fact . . . that the budget that theyre going forward with has more than a $5 trillion in debt in it over the next five years.
Real,U.S. Sen. Kay Bailey Hutchison has voted nine separate times to raise the national debt ceiling.
Real,Texas now has the second-highest high school graduation rate in the country. And it has the highest graduation rate for African Americans and Hispanics.
Real,"In the last seven years of my tenure, Texas created 1.5 million new jobs. As a matter of fact, without Texas, America would have lost 400,000 jobs."
Real,"Starting in December 2007, ""1.4 million jobs were created in Texas. In that same period, the rest of the country lost 400,000 jobs."""
Real,Says the Obama administration never responded to his 2012 letter flagging the uptick in unaccompanied children crossing the U.S.-Mexico border.
Real,Ninety-five percent of all the wages in Texas are above minimum wage.
Real,Says a growing number of extremely premature babies survive into healthy childhood.
Real,Says the 2014-15 Texas budget increases spending by less than the rate of inflation and population growth.
Real,"Says Obama called Medicaid ""broken"" four years ago."
Real,"Says Texas high school ""graduation rates are at an all-time highthe third-highest in the nationwhich represents a significant turnaround from just a few short years ago."""
Real,A hundred percent of all the jobs lost during the recession have been reclaimed in Texas  while the nation is at about 36 percent.
Real,Says theres no proven instance where hydraulic fracking has polluted groundwater.
Real,Says Rick Santorum voted for the Bridge to Nowhere.
Real,Says Mitt Romney raised business taxes 20 percent in Massachusetts.
Real,"A part-time Congress with half the pay would still make $38,000 a year more than the average American family."
Real,My home state since June of 2009 created 40 percent of the new jobs in America.
Real,"Says that when President Obama visited El Paso, he ""pronounced that the border with Mexico and the United States was safer than it ever was in history."""
Real,"Says Texas has ""the fourth-lowest debt per capita of any state in the nation, and we are the lowest of any of the big states."""
Real,"Says a ""rather extraordinary amount of non-classroom employees"" were added by Texas school districts over the last decade."
Real,"In 1981, Matagorda, Brazoria, and Galveston Counties all opted out of the Social Security program for their employees. Today, their program is very, very well-funded and there is no question about whether its going to be funded in years to come."
Real,"Says he said last year there's ""absolutely no reason"" for Texas to secede."
Real,U.S. Sen. Kay Bailey Hutchison voted to continue Roe v. Wade.
Real,The Trans-Texas Corridor is dead.
Real,"More than 1,000 people ... move to Texas every day."
Real,"Says a ""lawmaker seeks to defund Planned Parenthood for cutting children into small pieces."""
Real,60 percent of Texas 8th graders are not proficient in math. Only 26% have a teacher with a undergraduate major in math.
Real,"Under Republican Governor Chris Christie, tolls cost more. Train and bus rides cost more. College tuition goes up. But Christie protected a tax cut for millionaires."
Real,"Under Republican Chris Christie, New Jersey had the highest increase in unemployment in the country last year. Nearly 1 in 10 jobless. The worst unemployment in the region. Near the bottom in economic growth, yet Christie protected a tax cut for millionaires but vetoed a minimum wage hike."
Real,We havent passed a budget in more than three years and not a single appropriations bill has been brought to the floor this year.
Real,"A typical married couple ""will contribute $119,000"" into Medicare but will ""receive $357,000 in Medicare benefits over their lifetimes."""
Real,"We have only one person on the (TVA) board, to my knowledge, who even has any corporate board experience."
Real,"The Banking Committee voted a 1,336-page bill ""out of committee in 21 minutes with no amendments, with the understanding that before the bill came to the floor, we would reach this bipartisan agreement."""
Real,"U.S. unemployment among people ages 16 to 24 is ""18.4 percent, which is a 60-year high."""
Real,We've seen six months of positive job growth by the private sector.
Real,"Says the city of Portland has one manager for every six ""front-line"" workers."
Real,"Says if elected, he would be the first Mayor who lives east of 82nd."
Real,"Says Minnesota has more Fortune 500 companies than Oregon and ""one of the most obvious differences is they've invested in their schools."""
Real,"Says ""I dont agree with Mr. Hales that we should give a sweeping break to the developers to allow them to build that infill housing without paying for those very basics."""
Real,"Says ""at the state level we're spending more on tax expenditures than we are on public safety, health care and education combined."""
Real,A test last month at the MAX station at 162nd Avenue and East Burnside saw crime down 41 percent compared with December 2009
Real,I was speaking out on pension reform almost 17 years ago.
Real,"A 50-50 public-private split for paying for a new Milwaukee Bucks arena would ""be much better -- in terms of the portion of the public financing -- than most of the other arena projects done around the country."""
Real,"Gov. Romney was very clear, he would veto the DREAM Act."
Real,"The loan guarantee program that helped Solyndra ""was a program that was supported by President Bush."""
Real,"Says Oregon is ""near the top or at the top of the list"" when it comes to capital gains tax"
Real,"David Beckhams soccer stadium would get a ""special tax deal that lets them off the hook for $2 million in taxes every year for 30 years."""
Real,"Re: (Marco) Rubio's support of earmark ban: In 2002 alone, he requested 37 earmarks worth $43 million."
Real,[Appalachian Power] wants another 10 percent rate increase. The compensation package for CEO Mike Morris rose 22 percent to $8.7 million in 2010.
Real,"A telephone company will no longer have to provide landline service to customers if there is an alternative provider, including wireless."
Real,"There are 321,092 public school teachers in Texas. And there are 313,850 non-teachers in our public schools."
Real,The addition of a 1 percent sales tax would cost a typical household in Hillsborough County approximately $12 a month.
Real,"Kendrick Meek claims he's the only candidate who saidSonia Sotomayor ""will make an excellent Supreme Court justice."""
Real,Warren Buffett called credit default swaps financial weapons of mass destruction. And Greene was the first individual to use them.
Real,Jeff Greene can buy anything ... he owns two mansions.
Real,"Democratic candidate Jeff Greene ""ran for Congress as a California Republican."""
Real,"Jeff Greene only moved from California to Florida in the last two years. In fact, he would not legally be allowed to run for any other statewide office because he has not lived here long enough to meet the residency requirement."
Real,"The first time he ever voted as a Democrat was here in Florida in 2008. He only voted four times in his life, and he's asking Floridians to come out and vote for him."
Real,"When I become the nominee, the Democratic  nominee, I will be the only pro-choice candidate on the ballot."
Real,Kendrick Meek is the only candidate who has consistently been against expanded drilling.
Real,"Florida ""has the second-highest foreclosure rate in the nation."""
Real,"There currently are 825,000 student stations sitting empty across Florida in every district and at every grade level."
Real,"The Tampa Bay Rays' ""prices have been judged the most affordable in all of professional sports."""
Real,"The United States has experienced ""40 straight months of unemployment at 8 percent or higher."""
Real,"A Penn State University study found that ""electronic cigarettes . . . are far less addictive than cigarettes."""
Real,New provisions of the health care law bar the use offlexible spending accounts and health savings accounts to pay for aspirin and other non-prescription health needs.
Real,Greece is not a big economy. It's about the size of metropolitan Miami.
Real,"Says ""there have been some job gains in the McMansion State since Mr. Christie took office, but they have lagged gains both in the nation as a whole and in New York and Connecticut, the obvious points of comparison."""
Real,"One in four Texans lacks health insurance, the highest proportion in the nation."
Real,There are actually half a million fewer government employees now than there were when (President Barack) Obama took office.
Real,The average unemployed American has been out of work for almost 40 weeks.
Real,"Large majorities of the public ""oppose major changes to Medicare"" and favor higher taxes on the wealthy."
Real,Says taxes paid by the poorest residents of Texas are above the national average.
Real,"Texas leads ""the nation in the percentage of residents without health insurance."""
Real,"Says that ""data from the Center on Budget and Policy Priorities suggest that the Texas budget gap is worse than New Yorks, about as bad as Californias, but not quite up to New Jersey levels."""
Real,"The Senate-passed health care bill ""is identical to the Massachusetts health care plan -- the same thing."""
Real,"If you want to talk firsts for Bush, this was the first time in American history that a president took us into a war and cut taxes."
Real,"Even high estimates for an early draft of the health care plan are ""less than the $1.8 trillion cost of the Bush tax cuts."""
Real,"If the government shuts down, ""all military personnel will continue to serve and accrue pay but will not actually be paid until appropriations are available."""
Real,"If you go back to 1999, Wayne LaPierre testified on behalf of the NRA that background checks were appropriate and should be done."
Real,"Over the past 10 years, the number of people living in Lower Manhattan has nearly doubled. In fact, Lower Manhattan has added more people over the last 10 years than Atlanta, Dallas and Philadelphia combined."
Real,There is already a mosque four blocks away.
Real,"We can prevent terror suspects from boarding an airplane, but the FBI doesn't have the power to block them from buying dynamite or an AK-47."
Real,"New York is the safest big city in the nation, and our crime reductions have been steeper than any other big citys."
Real,Georgia and other states with weak gun laws have more crime.
Real,His biography says he was the top ROTC officer in the nation.
Real,Rhode Island has a very generous unemployment compensation rate compared to most other states.
Real,"The federal government is spending $46,000 a year per family (or group of four) and could balance its budget by dropping that to $30,000."
Real,"Says the federal government could save $175,587 by eliminating a study of the ""connection between cocaine and risky sex habits of the Japanese quail."""
Real,My supporters aren't special interest groups in Madison and Milwaukee.
Real,The average age of members of the House of Representatives is 57 years old.
Real,Currently it costs more than a penny for the U.S. Mint to make a one cent coin and more than a nickel to make the five cent piece.
Real,They're paying a less rate of tax -- these richest people in America -- than they have in the last 80 years.
Real,The refusal of many federal employees to fly coach costs taxpayers $146 million annually.
Real,"Most women, including 98 percent of Catholic women, have used contraception."
Real,"John McCain ""said publicly that Hillary Clinton would make a good president."""
Real,"Sue Lowden gave Harry Reid's campaigns a thousand dollars in five different elections, helping his Senate dreams come true."
Real,Did you know that the U.S. is one of the very few nations in the world without an official language?
Real,Says the U.S. fleet of attack submarines is scheduled to fall below the 48 boats that Navy says it needs to carry out current missions.
Real,"The national debt is equal to $48,700 for every American or $128,300 for every U.S. household. It is now equivalent to the size of our entire economy."
Real,Failure to raise the debt limit does not force a U.S. default on debt payments.
Real,Each day our nation pays communist China $73.9 million in interest on our debt.
Real,The IRS doesn't have to prove something against you ... you've got the burden of proof.
Real,1.53 million jobs are at risk (from potential defense cuts).
Real,"As a percentage of our gross domestic product, the defense budget remains just 3.6 percent. This figure is low by all historical standards."
Real,"If you make the average amount of people in Wisconsin, $50,000, you got $1.60 less a week in taxes under the state income-tax cut, but ""it didnt show up in your paycheck."""
Real,"In 2010, Mr. [Anthony] Gemma described himself as a 'pro-life' candidate. Now, he claims to be pro-choice."
Real,Says Obama has flip-flopped on public campaign financing.
Real,Georgia has the fifth-highest number of uninsured people of any state in the union.
Real,They're saying that 40 percent of the traffic that goes over [the Sakonnet River Bridge is from] out of state.
Real,"Taxpayers pay $18,000 a month for House Speaker Nancy Pelosi's district office in downtown San Francisco."
Real,"Atlanta Mayor Kasim Reed became a city resident in the last annexation, opening the door to his candidacy."
Real,"Ninety percent of people living in Gaza ""dont have access even to water."""
Real,"If you printed a $1 bill for the entirety of the $14.1 trillion national debt, the resulting pile of money would weigh more than 136 aircraft carriers."
Real,From the Do As I Say Not As I Do department: federal employees owe $3.3 billion in back taxes.
Real,"Donna Shalala left me with 12 million doses of smallpox vaccine and ""I created enough"" to vaccinate ""every man, woman and child against smallpox in America."""
Real,"Tommy Thompson is the father of welfare reform, creating the groundbreaking Wisconsin Works program in Wisconsin that became the model for national and international reforms."
Real,"Tommy Thompson created the first school choice program in the nation, giving thousands of Milwaukee students the choice of where they go to school  no matter where they live or how much money their parents make."
Real,"Says U.S. Senate rival Tammy Baldwin wants a ""completely government-controlled"" health care system that goes ""far beyond 'Obamacare'"" and is ""a Medicare system for all."""
Real,"Says U.S. Senate rival Eric Hovde ""refused to pay his property taxes until he was taken to court."""
Real,"Says that as Wisconsin governor, ""we ended welfare."""
Real,"During my tenure as governor, Wisconsins overall tax burden went DOWN."
Real,"Says Democratic U.S. Senate candidate Tammy Baldwin ranks ""as the most liberal member of the House."""
Real,"Four percent of American citizens are black males, but they are 35 percent of murder victims."
Real,"The sex-offender registry has been around for a long time, and the research that's out there says that it has no positive impact on the public safety."
Real,"Says ""tenure still exists but it's been overhauled"" for teachers in New Jersey."
Real,"Says that as a gubernatorial candidate, Chris Christie ""promised no school cuts."""
Real,"People want the minimum wage, they want marriage equality, they want womens health care. Theres issues that actually that really do matter, social issues that matter to the people of this state. So I know Barbara would support those issues, I know the governor hasnt. Youve seen the actions hes taken on them."
Real,Medicaid is the primary source of health insurance for 41.7 percent of Hispanic children in Georgia.
Real,"In Texas, schools do not even have to teach sex education."
Real,"State ""school funding per pupil is down 16 percent compared to 2009, after adjusting for inflation."""
Real,Says Texas has the 15th largest economy in the world.
Real,Only 3 percent of voters 18 to 34 don't believe that climate change is really happening.
Real,"Says President Barack Obama has launched ""twice as many strikes (on)countries that are predominantly Muslim"" than President George W. Bush."
Real,The United States death rate is two-and-a-half times higher for those who do not have a high school education.
Real,"Rhode Islands voter identification law was pushed by ""a black Democrat in the House, a black Democrat in the Senate. That's a fact."""
Real,Palin (proposed) a $150 bounty for the severed foreleg of each killed wolf.
Real,"Palin supports ""aerial hunting of wolves and other wildlife."""
Real,"The president referred to the Syrian opposition just a few months ago as pharmacists and doctors, and so on."
Real,"Virginia ""spends less per student today than we did in 2008."""
Real,"Says Scott Brown ""voted to give oil companies big tax breaks."""
Real,It's been nearly three weeks since the president has commented on questions about possible hidden wait lists at veterans hospitals.
Real,"This governor has cut funding repeatedly for people who have AIDS, who need drugs to save their life."
Real,Mitt Romney received exactly zero votes in at least 12 Cuyahoga County precincts.
Real,"In July 1996, Mitt Romney helped locate the missing teenage daughter of a partner at Bain Capital."
Real,"Obama has ""visited more countries and met with more world leaders than any president in his first six months in office."""
Real,All private healthcare plans must conform to government rules to participate in a Healthcare Exchange.
Real,McCain tells of a fellow Vietnam POW who was beaten for fashioning an American flag that became an inspirational symbol to fellow POWs.
Real,She flunked the D.C. bar exam.
Real,"Palin ""fired Wasilla's Police Chief because he 'intimidated' her."""
Real,"Palin ""inherited a city with zero debt, but left it with indebtedness of over $22-million."""
Real,Says Obama replaced the American flag on the tail of his plane with his campaign logo.
Real,Barack Obama's church gave a lifetime achievement award to Louis Farrakhan.
Real,"The church Barack Obama belongs to has a ""nonnegotiable commitment to Africa."""
Real,The number of terrorists out there has doubled.
Real,"The Obama administration notified Poland and the Czech Republic about cancellation of major missile-defense facilities ""at the last minute in midnight phone calls."""
Real,You've heard endlessly about waterboarding. It happened to three terrorists.
Real,"Says Mike Enzi is ""getting about 84 percent of his campaign funds from Washington-based PACs. That's more than any senator of either party."""
Real,"President Obama's own director of national intelligence, Admiral Blair, put it this way: 'High-value information came from interrogations in which those methods were used and provided a deeper understanding of the al-Qaida organization that was attacking this country.'"
Real,"Says 97 percent of food stamp benefits ""are paid in the proper amounts to people who are really eligible."""
Real,"This Congress made history as the least productive, most unpopular Congress in the history of this proud nation."
Real,"The average student loan debt in Texas is over $22,000...the cost of an average size pickup truck. But unlike car owners, ""students are not allowed to refinance their loans at lower rates."""
Real,It is legal in Ohio to fire an employee or evict a tenant just for being gay.
Real,"In 2009, Yost spent 2.5 times more money than it took to run the (prosecutors) office before he got there."
Real,A bill before the Georgia General Assembly would make presidential candidates meet citizenship requirements that are not in the U.S. Constitution.
Real,Says Georgia Power customers pay 10 percent to 15 percent below the national average for electricity.
Real,"The changes to Georgias tax and fee structure ""is an overall tax cut."""
Real,Governor Deal has increased education spending every year hes been in office.
Real,Half the lottery directors across the country had not run a lottery before they were hired.
Real,"This March, for the first time in human history, the monthly average carbon dioxide in our atmosphere exceeded 400 parts per million. The range had been 170-300 parts per million for hundreds of thousands of years."
Real,"January through November 2014, the year so far, were the hottest first 11 months of any year recorded."
Real,"The United States ""decided waterboarding was torture back when we court-martialed American soldiers for waterboarding Philippine insurgents in the Philippine revolution."""
Real,There are already more American jobs in the solar industry than in coal mining.
Real,We have more people working in clean and green energy than in oil and gas in this country.
Real,"Rhode Island has the ""the second-most heavily deployed National Guard in the United States."""
Real,The American healthcare system burns 18 percent of our national GDP. Nobody else is close.
Real,"In 1976, the first year that Pell Grants were fully funded, a full Pell Grant paid 72 percent of the cost of attendance at a typical four-year public college. Today, a full Pell Grant covers just 34 percent of those costs.	Soaring college costs eroded Pell Grant buying power	/rhode-island/statements/2011/sep/22/sheldon-whitehouse/sen-whitehouse-says-full-pell-grants-cover-only-34/	
Sheldon Whitehouse	0	Some criminals have learned how to spy on Americans, hacking into our home computers and looking out through the video camera attached to the screen."""
Real,"The law, right now, permits companies that close down American factories and offices and move those jobs overseas to take a tax deduction for the costs associated with moving the jobs to China or India or wherever."
Real,"61 percent of non-tea party Republicans actually agree...there is 'solid evidence the earth is warming,' ...[but] 70 percent of tea partiers, contrarily, say there is 'no solid evidence' the earth is warming."
Real,"In a poll, ""53 percent of young Republican voters . . . under age 35 said that they would describe a climate [change] denier as 'ignorant,' 'out of touch' or 'crazy.'"""
Real,Thirteen hundred applicants in Rhode Island signed up for insurance through Obamacare.
Real,"The oceans ""have become 30 percent more acidic."""
Real,"For Social Security, which is projected to remain solvent through 2033, Whitehouse has cosponsored [a bill that] . . . would extend the life of the program by an additional 75 years."
Real,"An April study found that about 70 percent of ads in this election cycle have been negative [due to SuperPACs], up from only 9 percent through the same period in 2008."
Real,"The richest 400 taxpayers are taxed at a lower rate than a $29,000-a-year worker"
Real,"The last time Republican U.S. Senate candidates ""beat more than two (incumbents) was 1980."""
Real,"We have one of the most expensive General Assemblies, per capita, in the entire country."
Real,Almost every state has offered an insurance plan on its health exchange that does not cover abortion.
Real,"If we keep the minimum wage at the current level, then single-parent families earning the minimum wage at a full-time job will live in poverty in New Jersey."
Real,More children die in agricultural jobs than in any other industry.
Real,"Says 77 percent ""of Portland's students finish elementary school without taking even one art class."""
Real,No one was taken into custody for feeding the homeless.
Real,"Says New Jersey has gained ""143,000 new private-sector jobs."""
Real,"In fact, theres more state funding for education today than any other time."
Real,"In fact New Jersey is a donor state, we get 61 cents back on every dollar we send to Washington. And interestingly Kentucky gets $1.51 on every dollar they send to Washington."
Real,"Buono voted 154 times to raise our taxes -- like the sales tax, the income tax, health care taxes, even small business taxes."
Real,"In total, we have added nearly 75,000 private sector jobs in New Jersey since we took office in January 2010."
Real,Gross income tax receipts are exceeding the Administrations projections for this fiscal year prior to Sandy.
Real,"A far different picture from the prior eight years, which saw 115 increases in taxes and fees."
Real,Says Bruce Springsteen played in 1975 at Seton Hall University in South Orange at Walsh gym.
Real,"Says ""a Republican hasn't won [an election] for a presidency in New Jersey since 1988."""
Real,We created as many jobs in the first six months of this year as we did in all of 2011 and 2011 was the best single year for private-sector job growth since the year 2000.
Real,"If you look at most of the polls, this is a margin-of-error race on Fourth of July between Mitt Romney and the president."
Real,We are coming up on our 40th anniversary of electing a Republican to the United States Senate. 1972 was the last time New Jersey sent a Republican to the United States Senate.
Real,"To get out of the (teachers) union, you pay 85 percent of $731. Then you're out of the union, but you've got to pay it every year, also required by statute. Thats called a representation fee."
Real,"Says the proposed fiscal year 2013 budget ""is still below the level of state spending when I took office."""
Real,"Says the New York Giants ""train in New Jersey, they play in New Jersey and most of their players live in New Jersey."""
Real,"By the way, I'm not raising tolls 50 percent....Jon Corzine did."
Real,"And, as of today, New Jersey state government has less employees than when Christie Whitman left office in 2001."
Real,"Says ""over the last 48 years, every governor at the midterm of his first term or her first term has lost seats in the Legislature, with the exception of Jim McGreevey in 2003."""
Real,"Says judges ""get better benefits at a lower cost than everybody else in the state."""
Real,Says car insurance rates have decreased since about a decade ago because of market-based solutions that attracted more auto insurers to New Jersey.
Real,"In the entire public school system in Camden last year, only three students graduated college ready."
Real,"Today, our unemployment rate is 7.8 percent. That is the lowest in five years."
Real,"Given how expansive our program already was, expanding Medicaid in New Jersey due to Obamacare ""was a relatively small expansion."""
Real,"Says Barbara Buono ""voted to raise her own pay 40 percent."""
Real,"Four balanced budgets in a row, with no new taxes for anyone. The best job growth in 12 years. Nearly 130,000 new private-sector jobs. Merit pay to reward New Jerseys best teachers, and the most education funding ever."
Real,"Were spending less money today, in upcoming fiscal year 2014 than the Corzine-Buono budget spent in fiscal year 2008."
Real,"Since January 2010, New Jersey has added 103,000 new private sector jobs. The last two years -- 2011 and 2012 -- have been the best two years of private sector job growth since 1999."
Real,Property taxes had increased 70 percent in the previous 10 years.
Real,"Says ""on the state level, we spend less today than Jon Corzine spent in fiscal year 2008, five years later."""
Real,"Says New Jersey is ""50th in return of our federal tax dollars."""
Real,"Now remember, property taxes went up 70 percent in the 10 years before I became governor."
